,data,next_cursor,limit,count
121,"{'condition_id': '0xbe5522b50b59cae5645f01470783c2f502191d32ef9ecb6afbfd398be3d61711', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '23016510842466770097974730229527616107593577299501988997085814530508783850470', 'outcome': 'Titans', 'price': 0, 'winner': False}, {'token_id': '72880026214704118737919654727808075424907292623891462726579602450928116207968', 'outcome': 'Jaguars', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
122,"{'condition_id': '0x6252e8030bf93d85ef8b6354b1f463ffd27fd1da10755adce4167abaee563621', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '27564146384290809250159878551077999027405803301377733310402827304466189033077', 'outcome': 'Bucks', 'price': 0, 'winner': False}, {'token_id': '28159086305716095520316688285780453361496934489894720579037520569842658771360', 'outcome': 'Lakers', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
123,"{'condition_id': '0xf20e1825339f7e4c0b8868176f7d1f876674a554ef838dbaf266814098887fc2', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '7159451925409748697249276641584040284266163813199393865973074577829835857018', 'outcome': 'McClellan', 'price': 1, 'winner': False}, {'token_id': '75291013501899722848235217531443914436020885616190002227325421328559557967920', 'outcome': 'Benjamin', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
124,"{'condition_id': '0xebc2c693e0b225d75cebe4695b10a23c618015668dfa7830e4bf52fa6a685798', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '28466589081327985675463181242090623680658034183364727144949943670485864325011', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '95267669442780372155263053305492422286382725253653482969062045240052101826916', 'outcome': 'No', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
125,"{'condition_id': '0xba660571ee8ced6fd2f31ef50802af4a6ebb77e2fcb4476e35a90c0b87dd4a44', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '91508026272475967677846291749770212655609068835200776224889083812872057827296', 'outcome': 'Ravens', 'price': 0, 'winner': False}, {'token_id': '51200038657827655691537547342573193584858397041653407481228700976158188226129', 'outcome': 'Bengals', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
126,"{'condition_id': '0x88975f0c24f7b623bb6e157586958af54c2f2f3ef8454b514f9ab5a6e58d3001', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '36818632239136736577034045756945604347876867571848151598108847294000785583117', 'outcome': 'Pacers', 'price': 0, 'winner': False}, {'token_id': '107333593317686837871514408874298950367983795820097584358493003833503918434026', 'outcome': 'Wizards', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
127,"{'condition_id': '0xa176093a98d710b81b9a4d0d57b151fd8c0053bf9796778358be5abea3085547', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '10825690345209246807546160516925956760607544137852513202681515319215358012773', 'outcome': 'Yes', 'price': 0.0003, 'winner': False}, {'token_id': '446974584141201080150211659811583225722387638174911715605534238931246586102', 'outcome': 'No', 'price': 0.9997, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
128,"{'condition_id': '0x32997cb6bb6d8e3baeb1251bc147f18b1222ff667c58c33a17689f023b19c0ac', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '59381452544960843079299475675299411562227627070361947489134301009059320851431', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '25563258394975400545420439838312136906080206465796528166808219574030530632640', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
129,"{'condition_id': '0x75aceca47749cd399c510fcf0154704810deed782b05d3c32e0277100c933a9f', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '51088005724402597145781535433773790535581518117145743070797171694582939654899', 'outcome': 'Yes', 'price': 1, 'winner': True}, {'token_id': '25956985944091741723191793964790262630754845706231032579788980721944986268441', 'outcome': 'No', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
130,"{'condition_id': '0xa7d59b976c95cd0254b93eda3ead34c3fd5cd5dca9242d3165f1bac29949c8c7', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '31664707571584204940593177344054211441028987718480967318908683018296524356976', 'outcome': '49ers', 'price': 1, 'winner': False}, {'token_id': '50230520239169884837434218768705892293675196803960842560752832872918486506374', 'outcome': 'Seahawks', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
131,"{'condition_id': '0x32d8a1812953f2c343f1575ef860e225b35d2328dd40a7dbe3da1fc850b18042', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '10040532451910520304003370682203881998047134278581475803430730290432780480171', 'outcome': 'Yes', 'price': 1, 'winner': True}, {'token_id': '27996565491767015259069696641744642050595441424840522716459809239558641103510', 'outcome': 'No', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
132,"{'condition_id': '0x92f60dfd954ecb34dbf081baf1d6183804fe91d306e30b8d72c2bc971ebfea40', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '92271512285005567864998593147562560674704790682828223412515623183096119343339', 'outcome': '76ers', 'price': 0, 'winner': False}, {'token_id': '65467188087038054855864814399532025479814032498847653989626928788826807428523', 'outcome': 'Grizzlies', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
133,"{'condition_id': '0x56649260dd1a5f12d5da4795de04c0c078a6db9733bb61c4668570ac4a5ac454', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '104906585444257086298787666037562493278207937570206654394588711862267616364418', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '91240063130920766187660654128571985816786958577035211649686042354960890521169', 'outcome': 'No', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
134,"{'condition_id': '0x5827a9ed1f6ea90f66d10c2d4aae4f5277259dc31e0f22e1c74d0616b79c0df1', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '110688092832798570409187329691055479345691095126859020525306483215449722925080', 'outcome': 'Yes', 'price': 0.0015, 'winner': False}, {'token_id': '22423729720809441369996717311722621881919863308746812706843967256560901326120', 'outcome': 'No', 'price': 0.9985, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
135,"{'condition_id': '0x1a691ea85d6b7e79c76d3c85a8a1069916d8e8629e4a5a9648e5287eb720999d', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '57357657719985918614097736650073817582694902394112402957684640874927392126396', 'outcome': 'Wizards', 'price': 0, 'winner': False}, {'token_id': '91064658686851411712899892145612684916612640864788868351609538937615308540896', 'outcome': 'Trail Blazers', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
136,"{'condition_id': '0x927b6c4df78f3a63eb467c10c84269683295d371ddcabec3a935f5b54eda9684', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '56636389357506935242498095027320554655181992641635583785246942862617925408078', 'outcome': 'Bucks', 'price': 1, 'winner': False}, {'token_id': '35785866545530761083008005490561285012034555902359472480389872656057421480713', 'outcome': 'Pelicans', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
137,"{'condition_id': '0x2e8291f8a108113f1218fa771d1a7ea8a532b0d651b6e01a3b81390a371fdad3', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '41742734655074676656005006823206328811769624134908338042883353825891864519466', 'outcome': 'Rockets', 'price': 0, 'winner': False}, {'token_id': '56850831553125775119785338361366602236460187974444824412090457411162594766883', 'outcome': '76ers', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
138,"{'condition_id': '0x54bd39a293a524d4ecbb391ed056e5da80a95eb4d9ff5b35af1101cc48188751', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '18305502723317709192604760313348150424931333917074943556297172461415884491615', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '115310325787037774283021873748952226199244695677021245870611447234220252356396', 'outcome': 'No', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
139,"{'condition_id': '0xd9561e6a65152b99a312807d42d0f5f6cb5ef0114a8762e206aad5eee4a27e92', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '43784549050735909297470992941847758425203898650696363615058162310650732212601', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '68200973211548715375989720138368203583389451014454876392622062242987701240007', 'outcome': 'No', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
140,"{'condition_id': '0xcaa63af2d11fe8674db75998f1dcab162183821622e78be02d81ccdaeaf1cac3', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '20115340362483314314011364516395906276415474780889153937867835355327466837160', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '55833022185945104893014728062805252391422259996998253988809219625372109849541', 'outcome': 'No', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
141,"{'condition_id': '0xb71e1b508d0d5a78ace2df4f135852ae34199c029e95f22f7b0b4180d9a05a69', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '19347726168877965657342181780447261941256945040943148279233328049765326778472', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '36857827964938004854307885834530107059955261828501172624807714319032905780536', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
142,"{'condition_id': '0xbd9bf4a0942186d428ff2209f7ad707a7416f4bd5613d1e9e68e43bca0779434', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '17662189243116982720147788601614838864094098377023090028664832926590115477086', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '114534537904225317545902623078012483341010636689940158929780870828193470109122', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
143,"{'condition_id': '0x7ce4ccf36719db44a83d2f124249099cfd74f248ce9a1ca00c4e8cab278c1b1f', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '106710137064102369130506716479273051967244753151507524137603338078102814321652', 'outcome': 'Yes', 'price': 0.5, 'winner': False}, {'token_id': '94677816960302595967527703606770203274050627712712833054037831993034388291182', 'outcome': 'No', 'price': 0.5, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': True}",NTAw,500,500
144,"{'condition_id': '0xbc5f22c2c387fd0de6fa46d3ee040420b2a304991b04a9d09b07a8020fa5e57e', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '105203267591812612694841693843435757918437360318968714283148124208686424989343', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '114924517797248306774499523350879966609033545531102546029889828811572197311162', 'outcome': 'No', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
145,"{'condition_id': '0x47a53b22a1aeabde0bc95539e5f4bc966d92202e24fa97bf7872e88f37af3b95', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '44724757328606394319522601684000136372921970111113240281009953050580483977011', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '32841896275122681552866723741204391304780765818063570837066604104689560879995', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
146,"{'condition_id': '0x9287b5377b76529a5bcfeef2d82848e20340d70f818f5be438371c33ad036c92', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '107754309707789193901261105278967201345561077546606796858573409567513389818812', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '111418289100934687995154966444108081709096708376512104007820653421637200463766', 'outcome': 'No', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
147,"{'condition_id': '0x6898b869f0bb1f31d309897956fab3437a7e82408cb91d4bfc888dbf52e259a8', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '84434372545159691527242186470863982198611208256471183237663485790939159450270', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '13543391645147872104310669434084191645666247218622982123811573991258456327650', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
148,"{'condition_id': '0x5ae4aa7e66e56e6c93ccb7fe9faced1640915623d35227e470c9b93111634c3f', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '9525585592971752487276318896758260919368850812679609050195771534688804468997', 'outcome': 'Yes', 'price': 0.0007, 'winner': False}, {'token_id': '65777617326035363240842703010329336352740015272244880533178327313863161592832', 'outcome': 'No', 'price': 0.9993, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
149,"{'condition_id': '0xe207e088c702b7d76147384ecd8942ecd7fe6a15237c570ca7b3c53a7618c122', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '22588560460612426477369602748566715288738918683336019681264097578902211597143', 'outcome': 'Yes', 'price': 0.0023, 'winner': False}, {'token_id': '16464793191457045542158167687747418642044481670793803281362748353143268973885', 'outcome': 'No', 'price': 0.9977, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
150,"{'condition_id': '0x5e2d7783eb70c34b0de72882bb310fa1f07c52d6feabbd395af85ac43ceec6cd', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '66705055520486035594152917599417241803410370428042790528062198116650211354854', 'outcome': 'Mets', 'price': 0, 'winner': False}, {'token_id': '48234908733372643957258184255412467952928611791506167866950990015974456917341', 'outcome': 'Cubs', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
151,"{'condition_id': '0x34a73f45838f5f317e492a9ae48578d7151a468a3c050f19e154869e37175c83', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '73732057240322275743373096119372559036290179031624130735761385765967321908858', 'outcome': 'Yes', 'price': 1, 'winner': False}, {'token_id': '75650799080864144522416409515518931345831053092919465417035511276628102915210', 'outcome': 'No', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
152,"{'condition_id': '0xd93cb2d70e5e00e804ff2115f59aaed64cffe4af275264e9a629e1e4ad3dab80', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '26833757084348273199149103131128190314257933645647871320641517705324495047529', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '36354257386096345661488456060615987003496513249783340916004886692219239828930', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
153,"{'condition_id': '0xb20c3ba756abc73ac6511ed2441098c44c7a8ae49d2932e0c4991075a2e52c83', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '33775763876256098386830854188221823503144014831400886360516254186080031373982', 'outcome': 'Hornets', 'price': 0, 'winner': False}, {'token_id': '96756070061347038300136398674479543551515010630446034470041169058048573634975', 'outcome': 'Bulls', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
154,"{'condition_id': '0x4cf73469e035c38eae6687d5afe40676b05f1bb062af2f4df36ac6786008b473', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '23542686870659682531900302552414455213259870605070978870251446885668194080328', 'outcome': 'Yes', 'price': 0.9969, 'winner': False}, {'token_id': '43084470818695306387338695399247041664512864465498407519176492016123370715078', 'outcome': 'No', 'price': 0.0031, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
155,"{'condition_id': '0x12a0cb60174abc437bf1178367c72d11f069e1a3add20b148fb0ab4279b772b2', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '10715043962341292242163832255523703116280692082153281340642602592290195499485', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '80085489243215790077454313513728486445319747473476157602131800551595373270758', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
156,"{'condition_id': '0xe10d50d9e49d0764ee1588622b9820552e957dc3e9565d1de00cc430ba267285', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '95257448072278975165026766032306542405251251264708396346058827912983378562776', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '36257814809935617120028029588112508175059648790296983145615970037564971572899', 'outcome': 'No', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
157,"{'condition_id': '0x5374183ab5a2925fda4e7ac2db4848499458224ce2d73c16d3f248951c80746e', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '', 'outcome': '', 'price': 0, 'winner': False}, {'token_id': '', 'outcome': '', 'price': 0, 'winner': False}], 'active': False, 'closed': False, 'archived': True, 'accepting_orders': False}",NTAw,500,500
158,"{'condition_id': '0xeaaa1621fbb0b319e0515ca6c74da9ffa2c7435234b316072502b23c04004444', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '16743756446668198418161546459686092770971765469544638637589064152347281520658', 'outcome': 'Raptors', 'price': 0, 'winner': False}, {'token_id': '71357143382016923333286138704308502799994327671017497806704759179352384697178', 'outcome': 'Rockets', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
159,"{'condition_id': '0x34cf158202fa1b5ef7353355c78abead09788c12d0dd3e48d1809429b91f0405', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '91188500144146969674317393403535392281299405529413287879534071053476116909342', 'outcome': 'Yes', 'price': 0.5, 'winner': False}, {'token_id': '70000746909730900252734961381571172362715565475415924489976215271758494557414', 'outcome': 'No', 'price': 0.5, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': True}",NTAw,500,500
160,"{'condition_id': '0xee1ba8881abd51edda6623163207451fdd811c953eaf860d2a7c7fbdc74e41c1', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '57342722469478903377030905020718343009188899511439938144231975886682803218742', 'outcome': 'Spurs', 'price': 0, 'winner': False}, {'token_id': '33793066182752983003365305298469244203395404388155493594748609744254389130447', 'outcome': 'Hornets', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
161,"{'condition_id': '0x4b69dbb9bcb9020a360b44906ae891022f7806fa52bc87fa1a8fa8bd840c1823', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '77339779978303184475157008971038288321556643748076713674340545289951643325920', 'outcome': 'Celtics', 'price': 0, 'winner': False}, {'token_id': '28751471911790945964463357746654145819522169155961467540569560961532511126988', 'outcome': 'Bucks', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
162,"{'condition_id': '0x41d92ef0532a10cc302734a508d453b0e0596572a87a1e7cd26c3eb096af0389', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '62585191625355058678161495354541169048134991590981779660995984278786619776658', 'outcome': 'Pistons', 'price': 0, 'winner': False}, {'token_id': '115083089826399679967001455415757913721170037226495836132602789305871573336725', 'outcome': 'Mavericks', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
163,"{'condition_id': '0x885c30226079360dcf68f512aac7c23f55de554d968a33501f0c26a714be8aa9', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '1459643058020717472151859483162622063462097212797039064123535282468076143129', 'outcome': 'Yes', 'price': 0.0008, 'winner': False}, {'token_id': '108852709699792660083115120320237251433413359566928764734863484573506293875172', 'outcome': 'No', 'price': 0.9992, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
164,"{'condition_id': '0x897e27b5869cc669600b13a931177582378d83b7dff4190d1afb574f4ffc4a8b', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '14947846532519868181998873276877056560084896332095824584036742429394108521491', 'outcome': 'Suns', 'price': 0, 'winner': False}, {'token_id': '105041589249383162051176449197082730636399979406689420073930764835965679398224', 'outcome': 'Pacers', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
165,"{'condition_id': '0x9601905222bfb48b61b505a251d645faf017a312ebc7ade4b447c3632b682910', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '45294955112737603056580554528642865247419070820371223043405848245481220227637', 'outcome': 'Raiders', 'price': 0, 'winner': False}, {'token_id': '87177316157119943326203725327240839771841229599643481488566924834311264609948', 'outcome': 'Steelers', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
166,"{'condition_id': '0x1e7db4f6ca3919aa41887f9701605568da64287e1e1662aa7558a749ec61146c', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '105392100504032111304134821100444646936144151941404393276849684670593970547907', 'outcome': 'France', 'price': 0, 'winner': False}, {'token_id': '6089433785251689770076375988640770693334877259777308137609453855410548953467', 'outcome': 'Argentina', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
167,"{'condition_id': '0x75f5b99f4d2ca1223cc41761ceb68dcc974acb39eeea93045b6a06bae03ca698', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '30129659905200866388642303794274729262835381859109268225252234568823515085591', 'outcome': 'Yes', 'price': 0.0023, 'winner': False}, {'token_id': '111519876395504965959901175150338364281410910694333736700928199954807081676588', 'outcome': 'No', 'price': 0.9977, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
168,"{'condition_id': '0x1c525ed9bc290ba011d9e249fbea051d2a8fd912628e6e3f56b2ba5ce3b1c361', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '8099422636983718831269822805077235757734049489013681006452864727280226315805', 'outcome': 'Mavericks', 'price': 0, 'winner': False}, {'token_id': '100208134121940033254967416429577307513241821788283185375503448292059174797580', 'outcome': 'Clippers', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
169,"{'condition_id': '0xe4d3e91c7fa9bf0391fd77114f17a2a00d2fb23c4a9567c29d3dfe4746685a94', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '34128948498964939853102398325306155688257269216438090996977511798069281111048', 'outcome': 'Croatia', 'price': 1, 'winner': False}, {'token_id': '60930293954076698452675765202055684980154138997530611162072208293416001004142', 'outcome': 'Morocco', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
170,"{'condition_id': '0x5a39c3109a14e6ce9154d74cb23a9834689efdbfbc22e436c25ed9c305ddb19c', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '93355814860318495484997535800604567125077225463893938140482950452536565110279', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '101927747007796171963577821952057835097169255990915550959709990857786851169322', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
171,"{'condition_id': '0x6a521500cd2c0494540dc059b3eb2f7fa5d2c91dc6f3756ba2aa7a3398aec42d', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '47964004584107225500321701776265303926067511500178575227907010687520299492312', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '62967343644001571223328834674800489901536335509964710054658772388672665324223', 'outcome': 'No', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
172,"{'condition_id': '', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '', 'outcome': '', 'price': 0, 'winner': False}, {'token_id': '', 'outcome': '', 'price': 0, 'winner': False}], 'active': False, 'closed': False, 'archived': True, 'accepting_orders': False}",NTAw,500,500
173,"{'condition_id': '0xec4fbf081cf587efc4facf27fffbc85a9c588cf7108a8bf2689e238124444410', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '75763949814518394822523458980741561145981797066031821087395064496392435036396', 'outcome': 'Yes', 'price': 0.0006, 'winner': False}, {'token_id': '9438775503749848002697158884723994222715237347786979007816966168698074740939', 'outcome': 'No', 'price': 0.9994, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
174,"{'condition_id': '0xe023d544352833115f5c7a2bc89aba8216adf5bc91de4f59887f0fdc5a682784', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '54183509765298175804953169181694278231007853239508428409398888321719986478377', 'outcome': 'Yes', 'price': 1, 'winner': False}, {'token_id': '68650275185894740399540419005061824687173119199530848635801508579328324648803', 'outcome': 'No', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
