,data,next_cursor,limit,count
227,"{'condition_id': '0x6a6ca5cb80b453e178af19c2dc887dd6f8ff4e4884daa61935c3711a6c09e83b', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '87478238843962372955942642067463731884279746362588126171058056558772239734230', 'outcome': 'Yes', 'price': 1, 'winner': True}, {'token_id': '17075117077105897381285187093694054525632088265660863705569379110251748585612', 'outcome': 'No', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
228,"{'condition_id': '0x1c01c14696024ceb131fe098a5869c0fd8e791521ddcb954fdc2926a5224146c', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '100738575106193350762365924317958040663777579546786926740825477713384398818828', 'outcome': 'Yes', 'price': 0.0007, 'winner': False}, {'token_id': '115359806860109467198686964422295208673997910011740348093523088168192197784090', 'outcome': 'No', 'price': 0.9993, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
229,"{'condition_id': '0xcf98c438e75dc4fdc25b1e48de23adffdc4a15be9cc89f5b73721198820820c1', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '38533708059183496482396436337628663016977781241069578366354949231739219895465', 'outcome': 'Suns', 'price': 0, 'winner': False}, {'token_id': '7383078199576823886643038741729069867468150381224481526293786173706803650616', 'outcome': 'Pistons', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
230,"{'condition_id': '0x69d110a0dffd6cbb27a13394b4c213ff2559e6cd2b3e40f7618bd233afbab5d3', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '37467393793870216551696405777887476755411553063234773578246172326723370667995', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '86571566370710053293239289823136842050386507871493091628045323167513168359729', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
231,"{'condition_id': '0x8522f1ccbfc3ca142dba6581e9a03fe19878bd9dbf63c14c852af646e3cec0f4', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '7101536719998561572123250745174727974094206691994889211382733834797697725032', 'outcome': 'Jaguars', 'price': 1, 'winner': False}, {'token_id': '114967733569650112377329790650108571253277666429763821952037980379255163582087', 'outcome': 'Jets', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
232,"{'condition_id': '0xb4ca5ab11a401f621052b4ee098202a24650895a9e60d5fd7b4151e9b94bbe09', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '62539255451654940140508513770103528332137371714700471455610181738416474091864', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '91402031923073007849514077600169452150826728740783631299642974578170004667050', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
233,"{'condition_id': '0x5e816bab6a20066537fb762d4a38d83723e9e677a86e1e337142b12e87978e7c', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '54776073602408079957025530097272434949418288863327165190526144328321707887220', 'outcome': 'Yes', 'price': 1, 'winner': True}, {'token_id': '270824055318411114306233586716906484430493453216238649019545799236432009255', 'outcome': 'No', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
234,"{'condition_id': '0x6f4abfca61802339cdb687ba1fd6f3f4e5b651553cc3e588c14864935b919c3c', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '75511560770817300470769927283654954981362963507802261481416591517486293281201', 'outcome': 'Eagles', 'price': 0.0002, 'winner': False}, {'token_id': '27295595390119810920774697361667478057069518288813317240886060223887066201489', 'outcome': 'Chiefs', 'price': 0.9998, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
235,"{'condition_id': '0xe17a0a6cf7ba8037e7ff4d21aa52dad1225ceb688e5d7634581a33d470231b8a', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '80199677557395360296324475529876249074210649088740142116557046384871133150134', 'outcome': 'Celtics', 'price': 0, 'winner': False}, {'token_id': '43903000987912964081215550993010797446226024080508396845834510831958145464362', 'outcome': 'Warriors', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
236,"{'condition_id': '0x40821ece7cc6d2c472c92beb6b44ae23cb9fcfa2c937a815d2755a17f94588a8', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '3672138123119395060568279713729229768325544227071930438034786349667420787861', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '82127942825378952708735289598526046222658042662608556785936737608551813803201', 'outcome': 'No', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
237,"{'condition_id': '0x3686edd03e22e725f6b976867992d997a76b6a824d801e90dd535a765525b62d', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '75988068389760042903591446591538099438562778855499430143350291630307115295816', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '76264257517276508998718136309483761706662279748836430918421621333374601761589', 'outcome': 'No', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
238,"{'condition_id': '0x4c7a713ec1b1940067c1a3df8e4069188a0147d62d7919a6175bf8a14e8c2bb5', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '110113635134798625574870748692083119759502066344942504030837677569746599499448', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '55711558342977420102219552487126389363377707176028290251720967953882277936059', 'outcome': 'No', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
239,"{'condition_id': '0xfa8d3b5d502aadbe20ac09fb8f98b79df2ebacf1e8a2bb015881c1e621db197c', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '107603946325450022226460221882658210262786488062741438163850968257311959550951', 'outcome': 'Yes', 'price': 1, 'winner': True}, {'token_id': '101201868980727284886522333847836790962613575880041386741955567624467827746510', 'outcome': 'No', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
240,"{'condition_id': '0x8dbd92fdfaa32336815db6973720f327f000a3e39fb9f2933ca00e46e21c2ab5', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '31363685416384543530663919338721289681459484979791822111484515221847593381245', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '17347469610824729352775135061148949829452823620364570582073181520781464825619', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
241,"{'condition_id': '0x069e4a36a50972cfb19800b373ff6013eb311c5db70ac18ce9970a5f9ffd617f', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '30724350426664936219265414656870586951199488588995870716360921518394717460090', 'outcome': 'Celtics', 'price': 0, 'winner': False}, {'token_id': '112332551192271528241223627392597772853707342912573873206096352970517077284341', 'outcome': 'Warriors', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
242,"{'condition_id': '0x00df943d710d2875e0c73b1d5ee33885d97831a51748819aee9b11c8a84f2774', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '51623468901331114256978022861574794579186031482980884789775983427930188375445', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '46483988424378450538679801730451849435818145629934372174250544631765342407350', 'outcome': 'No', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
243,"{'condition_id': '0xdcf5584a220ca90d1f2808618d7de9dd95fc02933d142ec14681adadd10b4dfa', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '43193325459198274796642029321449158178889308996403104719004334913744573052925', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '23832056759051292481905460443634293402824583329091818880943000863199593726782', 'outcome': 'No', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
244,"{'condition_id': '0x3c1b76f77f93f19371d3df801047c0fba2e6ca4c4bd489dbabea990ea68f8941', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '55587534433102763859032443585846918727132208718352714378810158969375734322181', 'outcome': 'Yes', 'price': 1, 'winner': True}, {'token_id': '111837615529992437689409005124251998174169394377496834222265889069615714482973', 'outcome': 'No', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
245,"{'condition_id': '0x0da3bb900632c5dfa0dcda6df806fc2b84862bb1820a141f9a22e0fcf27c8d55', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '35135409348165296533425769152169889177123033197141413836854440313087551126988', 'outcome': 'France', 'price': 0.9997, 'winner': False}, {'token_id': '80842897032421863068904294259184211620480611515975055424063236856134499439265', 'outcome': 'Morocco', 'price': 0.0003, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
246,"{'condition_id': '0xa00a22b16d602abf9ed695404df68a71ddd4ef05573bf9590de4f0fccf096c93', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '43232097181918994738032241755006123258571385315939394755006203919277954135565', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '9629446620718684243744463725282080039675086062123106562256171337393905586388', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
247,"{'condition_id': '0xfcc2fc081d8c97bc3839c061566783e17d34b2e1b14fc5368b6e785b3593b45f', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '85452301668193178619705061919995037432447888063969337198247521596284610973839', 'outcome': 'Heat', 'price': 0, 'winner': False}, {'token_id': '58776308715905744109504736210945699573561167174473762987919831326280673106014', 'outcome': 'Magic', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
248,"{'condition_id': '0x477a045e9894a24a46bf7ee66cfdff136a3354806d38f09e30f3c638d01aa54d', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '49060501075607855586161654899390661674347113637206178487124127851580203134391', 'outcome': 'Suns', 'price': 0, 'winner': False}, {'token_id': '41200397474063310889445514560816374352571335976386873288976343778419658556388', 'outcome': 'Celtics', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
249,"{'condition_id': '0x9f4528ac26f2b4921fb2d8bad9ceaed81cfb401ccd356ebfe6d6b2d4d8918462', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '16653179683321958276217807954193657616120960367133857220836964595221784015733', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '79785809263794935107659385834215392552803267794968105116912452183490132067157', 'outcome': 'No', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
250,"{'condition_id': '0x9362ec7d24e06d326bb193d4d22f7d65bdd15b423afe242dc85c8103fd822404', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '32953190650490626719383000871533221289192210456474425874962397482243075916240', 'outcome': 'Pelicans', 'price': 0, 'winner': False}, {'token_id': '24444274858026999833954852093476530597530574995174342050731218829250011045752', 'outcome': 'Nuggets', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
251,"{'condition_id': '0x360645970294052a2e7e8e33e2f6190465f800631d6916d3b5d54670cf471050', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '17365165028299207887279069903251172533743836120669440352742625000547830130474', 'outcome': 'Jazz', 'price': 0, 'winner': False}, {'token_id': '23634969294107153850888813918048783734566384904269991178929660250453221870701', 'outcome': 'Raptors', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
252,"{'condition_id': '0x0ce5e4c60480605f22701180b8e9322952ca4075e321771eb756d53aed85e9a8', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '54376778741683480050550946809771489751183901510562630512206908735602714303892', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '97385798091632246573415737604627216013148419104624989081859283030082201660040', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
253,"{'condition_id': '0x29a6590ab1d56750f4dea68314251517282d66b39a40f1b8f090658d96a82fea', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '12547553781164072723334035202200293365327505995532732025618047425377093691263', 'outcome': 'Yes', 'price': 1, 'winner': True}, {'token_id': '8098081656483555548411059964693115702710145807546651385464421389637708449432', 'outcome': 'No', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
254,"{'condition_id': '0x6990d6e01dfb025b5dcfb14314a2a416f3fdbe0009dfbfc930bfa2c1d6b176bd', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '28475777190884731651263443494542210710874883643472548255301416777569646978415', 'outcome': 'Yes', 'price': 0.999, 'winner': False}, {'token_id': '6573099213195344646166851698420666128044269952667264818154691476398837295241', 'outcome': 'No', 'price': 0.001, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
255,"{'condition_id': '0x33a7545297ab2dce2b8f233f5130d40b4369b7d03fc1d503f28ffc29c6c4399e', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '67165043070450991884084039094660561495411827611281252503453042675272040015313', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '113682471054698673772299117503924699591065567823518415435233273976539962866095', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': True}",NTAw,500,500
256,"{'condition_id': '0x88f1cd323510b497f2c8c91f1f277d78019085ccb326f3312aa162054ac9196c', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '54921985547807355225367396212747451395978201818745889478363969149342038556120', 'outcome': 'Timberwolves', 'price': 0, 'winner': False}, {'token_id': '79110829685647727961851919260259401713610197025419459441783212670183401559559', 'outcome': 'Grizzlies', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
257,"{'condition_id': '0x72c797759025008d86ea7832bde9a880231b5f26b2e337580bf4fac75375a94f', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '22879355359466154713923471127989210853688866110947180657971800485706233698654', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '79761444649418207358266137844726521047524968381487214203277410400795766592497', 'outcome': 'No', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
258,"{'condition_id': '0xd425eb1d83aef0500596c46254b199a4fa44247da2d61b0a359f81c6e8211e4f', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '114371001821164164902646439685427759853981924302906124203753724550487055672889', 'outcome': 'Yes', 'price': 0.0004, 'winner': False}, {'token_id': '25285210070220154879776098149650327251027554102335965508704565054853282633381', 'outcome': 'No', 'price': 0.9996, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
259,"{'condition_id': '0x809e64b01386f5ab99a60ceaca350743dab6f06258b4344ff34c30fb118cb70d', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '73983967602180400743409852189939588622774630829264655927036111986170880178444', 'outcome': 'Packers', 'price': 1, 'winner': False}, {'token_id': '108017561839621729196762740922361737327992414163157868366291453763512934677219', 'outcome': 'Dolphins', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
260,"{'condition_id': '0x0c62dd0797038c64178595dcb38037f132ec6204337f98683e35928da9cdfbc9', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '69245667679004603163191885620164871662356486091264022006544027126275537989867', 'outcome': 'Mavericks', 'price': 0, 'winner': False}, {'token_id': '65698305439691593930281141113124537615259198241272572158528969977431007274007', 'outcome': 'Jazz', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
261,"{'condition_id': '0xa78eebacfd952673a3dc8c93e90a3bc8fd59e0e91d29d60da66c6f52ca06ab9d', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '103487186009722599113861890289540178961896603711342335757129370746707388969271', 'outcome': 'Yes', 'price': 0.0207, 'winner': False}, {'token_id': '60565161801279194484430820733409756184031317209470354690817837112063564032118', 'outcome': 'No', 'price': 0.9793, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
262,"{'condition_id': '0x5e5172329111b4ee0c810f2c96f30a5967e9dd283ed8a4f27fff5056246b2141', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '17752522915577482349025945129073295837556020015757852272359508749964008429604', 'outcome': 'Steelers', 'price': 1, 'winner': False}, {'token_id': '11822173605861964627435536336370946041450339876351373094059547547230574127695', 'outcome': 'Ravens', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
263,"{'condition_id': '0x6b49e48e37f60301f89ae8c969f733a4acf6ddd0472319b90e9ff7d24126df77', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '20350797769976818862150685681410997947318138396123863426604725654758915287705', 'outcome': 'Magic', 'price': 1, 'winner': True}, {'token_id': '38132707718691977008198491258633693144704462456972297850466725899843402200515', 'outcome': 'Pistons', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
264,"{'condition_id': '0xa434a4dc344e31e61b574bab9fe26fd98e31df385a350d9979ebc995b2f24396', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '21165981425700189928241704556676910025612309708934711559745460277177902985325', 'outcome': 'Makhachev', 'price': 0.777, 'winner': False}, {'token_id': '96903918072222017579498896802609227616427815346984685512814492481235050883053', 'outcome': 'Volkanovski', 'price': 0.223, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
265,"{'condition_id': '0x76cd905d8b0ba716d1960387277b8f5a763cb6809858505fb3799233681e7ebc', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '358898203035083957660672685440818943730885729293318679400652832114943589408', 'outcome': 'Raptors', 'price': 1, 'winner': True}, {'token_id': '96681948368515942634019056051204338723863941500608291161134574035876431889785', 'outcome': 'Pelicans', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
266,"{'condition_id': '0xacd5c84725d0e6ea5a6c2483763e272a2154ec565131cbb761e4eb83560ff184', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '13589447973185202405847264611512032254825699962564105524290292130566663670063', 'outcome': 'Cowboys', 'price': 0, 'winner': False}, {'token_id': '70009672835078671626575751899444241350663370419894270375407775443100719593005', 'outcome': '49ers', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
267,"{'condition_id': '0x793a782e78ea4826b7a567180902594f5c37d760fbe94bc8334144d6aa2a4470', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '91998264362523808800846793060253225784666160861639484740081377061356846572310', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '22629989494999379351276249665200509145156856969118793674306462823959949316182', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
268,"{'condition_id': '0x8e30ee6bbe58b94fbdab3eee184f3f3c7be1d017c3694c84b6bb0c2f822f3f77', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '90773025804727515061192574369130430127570172639567279290514043844242011398450', 'outcome': 'Lakers', 'price': 0, 'winner': False}, {'token_id': '45458267153716045550234270019302292673298399459202969057709380403519935940380', 'outcome': 'Pelicans', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
269,"{'condition_id': '0xe1569709ff06d783423cb55da2934a003faaad1b95438cbc7b882b156463bb03', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '65198362755799349988725589735601806265024689107358006824222388579552615226514', 'outcome': 'Lakers', 'price': 0, 'winner': False}, {'token_id': '51131855945192723391640456300090491125075099127122497606061216614145368483402', 'outcome': 'Warriors', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
270,"{'condition_id': '0xee94ffe287881854e884411c9dc48688ed8c722315afc725de9fc854b0bbc2ac', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '82427274905568832382083351603438182611444995853176760246997830431171204014626', 'outcome': 'Yes', 'price': 1, 'winner': False}, {'token_id': '42825301257020256545393747620625772125491596977009044103908053335717345945027', 'outcome': 'No', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
271,"{'condition_id': '0x29cc7d4abdcee385d87870bb5d9d947e8538d536826b61fd9b855649e17383c4', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '5912606346218968837245417972880940271599125135436370448270047998773079194443', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '75024340835760397670649059154659905135621311629967145144468126399494908883876', 'outcome': 'No', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
272,"{'condition_id': '0x9ea3c48e891229bd7551724e4961972eead76ea5dea8ed211690e2e8e0fd8ec4', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '75088336899951967874943793231593987139003460633994679100972532839600957915831', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '63955368557749179908007649717149017351154397509636230902206079834097638393545', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
273,"{'condition_id': '0x10f348d6ad73199a1efe44575c968d8b5607efdafed160063f55c44323a6447f', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '69780454012463187823535820084522830812885656025605618935844468793563244422936', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '37230767173752368075543989740782917654461206599451875406015609391617715140406', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
274,"{'condition_id': '0x3f969c5f52a01224b1d7903952f90f3ca453d15b919ee16dbdb86eb297cb8d89', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '43617473640893650094000330805196154954357249323611881955755046373215631562348', 'outcome': 'Fritz', 'price': 0, 'winner': False}, {'token_id': '112416811235553052597853689212753807668937550373593424448757111436323740132334', 'outcome': 'Nadal', 'price': 1, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
275,"{'condition_id': '0xb03b50581d3ed24f8d40c3bc3ca235fc82ba86eaafc2aed2a9fb85a47402a96c', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '106442146417353994549341768954662846308837575744382260069699165928041680837679', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '39961381562395550166279034811191512070049464060698301636499886232973630461257', 'outcome': 'No', 'price': 1, 'winner': True}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
276,"{'condition_id': '0x5eb98990f95a673bd6a438c47d8f5bd835a255b87b42a88123fa92c653859c3b', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '18085453502961937279853269962073107148504617320486877246539194898523412634575', 'outcome': 'Twins', 'price': 0, 'winner': False}, {'token_id': '14738706615013458833019139416180032439141817738367238992035195278124444899787', 'outcome': 'Dodgers', 'price': 0, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
277,"{'condition_id': '0xacd1a3f77fcec8c019e927d9b74ab18b5143bc30eea42204671622df0362c683', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '104905074307445354518472764576583511270810847481505165859393998997916109105147', 'outcome': 'Yes', 'price': 0.0002, 'winner': False}, {'token_id': '71783223704186811861851771202780250263251575555643190060811242053700465778422', 'outcome': 'No', 'price': 0.9998, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
278,"{'condition_id': '0xdeac70108b3fbdaf75961452cb505308a1f87e93e1e1c63e657739b7703c5619', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '94379110933151465346452554252783702501854403722034183361478772150876526799420', 'outcome': 'Yes', 'price': 0.0003, 'winner': False}, {'token_id': '79217405690091242150470226998530316310173156700337934365643605478798635962174', 'outcome': 'No', 'price': 0.9997, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
279,"{'condition_id': '0xde07e1ba5613a883e35039c531cad13e5bb2bbf5e58a54837076ff5cd9d3ac34', 'rewards': {'rates': None, 'min_size': 0, 'max_spread': 0}, 'tokens': [{'token_id': '67406210948766503207063950355590696565885656557442353249681261396505707710411', 'outcome': 'Team Giannis', 'price': 0.9996, 'winner': False}, {'token_id': '106229249698740750353564278894420690774710158593115482191045492621568571496945', 'outcome': 'Team LeBron', 'price': 0.0004, 'winner': False}], 'active': True, 'closed': True, 'archived': False, 'accepting_orders': False}",NTAw,500,500
